loyalty_card_num,lifestage,premium_customer
130251,retirees,mainstream
130252,new families,mainstream
130253,young singles / couples,premium
130254,young families,mainstream
130255,new families,budget
130256,young singles / couples,premium
130257,young singles / couples,mainstream
130258,retirees,mainstream
130259,older singles / couples,mainstream
130260,older families,premium
130261,midage singles / couples,premium
130262,older singles / couples,mainstream
130263,new families,premium
130264,retirees,mainstream
130265,older families,budget
130266,young families,mainstream
130267,midage singles / couples,mainstream
130268,retirees,budget
130269,retirees,mainstream
130270,retirees,premium
130271,older singles / couples,budget
130272,older families,premium
130273,older families,premium
130274,retirees,premium
130275,young singles / couples,mainstream
130276,retirees,budget
130277,retirees,mainstream
130278,older singles / couples,budget
130279,midage singles / couples,budget
130280,retirees,premium
130281,retirees,premium
130282,retirees,budget
130283,retirees,premium
130284,older families,mainstream
130285,midage singles / couples,mainstream
130286,young families,premium
130287,new families,mainstream
130288,retirees,budget
130289,older singles / couples,premium
130290,retirees,budget
130291,young singles / couples,budget
130292,older singles / couples,budget
130293,older singles / couples,budget
130294,young singles / couples,mainstream
130295,older singles / couples,premium
130296,young families,budget
130297,older singles / couples,mainstream
130298,young singles / couples,premium
130299,older families,mainstream
130300,older families,mainstream
130301,retirees,mainstream
130302,young families,premium
130303,older singles / couples,budget
130304,retirees,mainstream
130305,retirees,mainstream
130306,young singles / couples,premium
130307,older singles / couples,budget
130308,young singles / couples,budget
130309,young singles / couples,mainstream
130310,new families,premium
130311,midage singles / couples,premium
130312,midage singles / couples,premium
130313,older singles / couples,premium
130314,older singles / couples,budget
130316,midage singles / couples,mainstream
130317,retirees,budget
130318,older singles / couples,premium
130319,older singles / couples,premium
130320,older families,mainstream
130321,older singles / couples,premium
130322,young singles / couples,mainstream
130323,retirees,premium
130324,retirees,mainstream
130325,older families,budget
130326,retirees,mainstream
130327,older families,budget
130329,midage singles / couples,premium
130330,midage singles / couples,premium
130331,retirees,mainstream
130332,older singles / couples,mainstream
130333,older families,mainstream
130334,retirees,budget
130335,new families,mainstream
130336,older singles / couples,premium
130337,older singles / couples,premium
130338,older singles / couples,budget
130339,retirees,budget
130340,new families,budget
130341,retirees,premium
130342,young families,budget
130343,young singles / couples,mainstream
130344,young singles / couples,mainstream
130345,older families,premium
130346,older singles / couples,mainstream
130347,young singles / couples,mainstream
130348,retirees,premium
130349,older singles / couples,mainstream
130350,older singles / couples,mainstream
130351,young families,premium
130352,retirees,premium
130353,older singles / couples,mainstream
130354,older families,mainstream
130355,older singles / couples,budget
130356,midage singles / couples,budget
130357,older singles / couples,budget
130358,midage singles / couples,mainstream
130359,retirees,premium
130360,retirees,mainstream
130361,young families,budget
130362,older singles / couples,budget
130363,older singles / couples,mainstream
130364,young singles / couples,mainstream
130365,young singles / couples,mainstream
130366,retirees,mainstream
130367,retirees,premium
130368,older singles / couples,mainstream
130369,midage singles / couples,premium
130370,young singles / couples,budget
130371,retirees,mainstream
130372,young singles / couples,mainstream
130373,retirees,budget
130374,young families,premium
130375,young families,budget
130376,new families,budget
130377,young families,budget
130378,new families,mainstream
130379,older singles / couples,budget
130380,older families,budget
130381,young families,mainstream
130382,retirees,budget
130383,retirees,budget
130384,young families,budget
130385,retirees,budget
130386,older singles / couples,mainstream
130387,older families,budget
130388,midage singles / couples,premium
130389,older singles / couples,mainstream
130390,young singles / couples,budget
130391,older singles / couples,budget
130392,older singles / couples,premium
131000,young families,premium
131001,midage singles / couples,budget
131002,young families,premium
131003,young singles / couples,mainstream
131007,young singles / couples,mainstream
131009,retirees,premium
131011,retirees,mainstream
131015,retirees,premium
131017,young singles / couples,premium
131020,retirees,budget
131021,young singles / couples,premium
131022,midage singles / couples,mainstream
131023,young singles / couples,mainstream
131024,young families,budget
131025,retirees,mainstream
131026,older families,budget
131027,midage singles / couples,premium
131028,older families,mainstream
131030,retirees,mainstream
131031,older families,budget
131032,young singles / couples,mainstream
131033,young singles / couples,budget
131034,young families,mainstream
131036,retirees,mainstream
131038,young singles / couples,budget
131039,young families,mainstream
131042,older singles / couples,budget
131043,young singles / couples,budget
131044,older singles / couples,budget
131046,retirees,premium
131047,retirees,premium
131049,young singles / couples,mainstream
131050,retirees,premium
131051,retirees,mainstream
131054,older singles / couples,budget
131055,midage singles / couples,mainstream
131057,young families,budget
131058,young singles / couples,mainstream
131060,young singles / couples,mainstream
131061,young singles / couples,premium
131062,young singles / couples,budget
131065,young families,budget
131066,retirees,mainstream
131067,older singles / couples,mainstream
131068,young singles / couples,budget
131069,young singles / couples,mainstream
131070,retirees,mainstream
131071,young singles / couples,budget
131072,older singles / couples,premium
131074,young singles / couples,budget
131075,older singles / couples,budget
131076,older singles / couples,premium
131077,retirees,mainstream
131080,retirees,premium
131081,retirees,mainstream
131083,young singles / couples,mainstream
131084,older singles / couples,budget
131085,older singles / couples,premium
131086,young singles / couples,budget
131088,young singles / couples,budget
131089,young singles / couples,budget
131091,retirees,mainstream
131093,retirees,mainstream
131094,older families,budget
131095,older singles / couples,budget
131097,young singles / couples,mainstream
131098,young families,budget
131099,retirees,premium
131100,retirees,mainstream
131101,older families,budget
131102,older families,mainstream
131103,retirees,mainstream
131105,midage singles / couples,mainstream
131109,new families,premium
131110,older families,budget
131112,retirees,budget
131114,young families,budget
131115,young families,premium
131116,retirees,budget
131118,older families,mainstream
131121,young families,budget
131122,midage singles / couples,budget
131125,midage singles / couples,mainstream
131127,young singles / couples,mainstream
131128,older families,budget
131129,older singles / couples,budget
131130,young singles / couples,mainstream
131132,young singles / couples,budget
131133,retirees,mainstream
131137,midage singles / couples,budget
131139,older singles / couples,mainstream
131140,young singles / couples,premium
131143,young singles / couples,budget
131144,young singles / couples,budget
131147,young singles / couples,mainstream
131148,young singles / couples,mainstream
131149,older families,premium
131152,young families,premium
131154,young families,premium
131155,older singles / couples,budget
131156,young singles / couples,premium
131159,young singles / couples,premium
131161,older families,mainstream
131164,retirees,budget
131165,young families,budget
131166,young families,mainstream
131167,retirees,premium
131168,new families,budget
131169,young singles / couples,budget
131170,young singles / couples,mainstream
131173,young singles / couples,premium
131174,older families,budget
131175,midage singles / couples,mainstream
131176,new families,budget
131177,older singles / couples,premium
131179,midage singles / couples,premium
131180,young families,budget
131181,midage singles / couples,premium
131182,older families,premium
131184,young families,premium
131186,older singles / couples,premium
131188,young singles / couples,budget
131192,young singles / couples,budget
131193,older singles / couples,mainstream
131195,older singles / couples,premium
131196,young singles / couples,budget
131197,young families,mainstream
131198,older families,mainstream
131199,young singles / couples,mainstream
131200,young singles / couples,premium
131204,young families,mainstream
131209,young families,mainstream
131210,retirees,mainstream
131211,midage singles / couples,budget
131212,midage singles / couples,budget
131215,young singles / couples,budget
131216,young singles / couples,mainstream
131217,retirees,premium
131219,young singles / couples,budget
131221,older singles / couples,mainstream
131222,retirees,mainstream
131223,young families,budget
131225,older singles / couples,mainstream
131226,midage singles / couples,mainstream
131227,young families,budget
131229,retirees,budget
131230,retirees,premium
131231,retirees,budget
131232,retirees,budget
131233,young families,budget
131235,midage singles / couples,mainstream
131237,older singles / couples,premium
131239,young singles / couples,premium
131241,young singles / couples,budget
131242,young singles / couples,budget
131244,young families,premium
131245,retirees,mainstream
131246,young singles / couples,budget
131247,young singles / couples,mainstream
131250,midage singles / couples,budget
131254,young families,mainstream
131255,older families,premium
131256,retirees,budget
131257,young families,budget
131258,retirees,budget
131259,new families,premium
131260,older families,budget
131262,midage singles / couples,mainstream
131263,new families,mainstream
131264,midage singles / couples,budget
131265,older singles / couples,budget
131266,new families,budget
131267,young singles / couples,premium
131268,young singles / couples,budget
131269,retirees,budget
131272,young singles / couples,premium
131273,retirees,premium
131275,midage singles / couples,mainstream
131276,retirees,mainstream
131278,older singles / couples,mainstream
131279,young singles / couples,budget
131280,midage singles / couples,premium
131281,retirees,premium
131282,older families,budget
131283,older singles / couples,mainstream
131284,older singles / couples,premium
131287,retirees,premium
131289,midage singles / couples,mainstream
131290,midage singles / couples,mainstream
131291,older singles / couples,mainstream
131292,new families,mainstream
131297,older families,budget
131299,young singles / couples,budget
131301,older families,mainstream
131302,older singles / couples,budget
131303,retirees,mainstream
131305,older families,budget
131306,retirees,premium
131308,older families,budget
131309,young singles / couples,budget
131311,young singles / couples,mainstream
131312,retirees,mainstream
131314,retirees,mainstream
131318,young singles / couples,budget
131320,retirees,premium
131321,retirees,mainstream
131323,older singles / couples,mainstream
131325,young singles / couples,mainstream
131330,retirees,budget
131331,young families,mainstream
131333,retirees,premium
131334,retirees,premium
131335,older singles / couples,mainstream
131336,young singles / couples,mainstream
131338,young singles / couples,premium
131339,young singles / couples,budget
131340,young singles / couples,premium
131342,older singles / couples,budget
131343,midage singles / couples,budget
131344,new families,mainstream
131345,older families,budget
131351,young singles / couples,budget
131352,retirees,budget
131353,older singles / couples,mainstream
131354,older singles / couples,mainstream
131355,midage singles / couples,premium
131356,new families,mainstream
131357,older singles / couples,budget
131361,older singles / couples,mainstream
131362,older singles / couples,mainstream
131364,older families,budget
131370,older families,premium
131371,young singles / couples,mainstream
131372,new families,mainstream
131374,retirees,budget
131375,retirees,budget
131376,new families,premium
131377,young singles / couples,mainstream
131379,older families,budget
131380,young singles / couples,budget
131381,young singles / couples,premium
131382,retirees,mainstream
131383,older families,mainstream
131384,young singles / couples,mainstream
131385,older families,budget
131386,older families,premium
131387,older families,budget
131388,new families,mainstream
131389,young singles / couples,budget
131390,midage singles / couples,mainstream
131391,midage singles / couples,premium
131392,retirees,budget
131393,young singles / couples,mainstream
131394,older singles / couples,mainstream
131395,young families,premium
131396,older singles / couples,mainstream
131399,retirees,premium
131401,retirees,mainstream
131404,young singles / couples,budget
131406,young families,mainstream
131408,midage singles / couples,premium
131409,young singles / couples,budget
131411,young singles / couples,mainstream
131412,retirees,mainstream
131413,older families,budget
131414,retirees,mainstream
131416,retirees,mainstream
131417,older singles / couples,premium
131418,older families,budget
131420,young singles / couples,budget
131421,retirees,budget
131424,older families,budget
131425,older families,mainstream
131428,young families,premium
131430,older singles / couples,premium
131433,older singles / couples,budget
131434,older singles / couples,premium
131437,young families,mainstream
131438,retirees,mainstream
131440,young singles / couples,premium
131441,young families,budget
131442,older singles / couples,budget
131444,young families,budget
131445,older singles / couples,budget
131446,retirees,mainstream
131449,retirees,premium
131450,retirees,mainstream
131452,midage singles / couples,mainstream
131454,young families,budget
131457,retirees,premium
131459,young singles / couples,premium
131460,retirees,premium
131461,young families,budget
131463,midage singles / couples,premium
131464,retirees,budget
131465,midage singles / couples,premium
131466,young families,mainstream
131468,retirees,mainstream
131470,midage singles / couples,premium
131471,older families,budget
131472,older singles / couples,budget
131473,young singles / couples,mainstream
131474,young singles / couples,mainstream
131475,new families,mainstream
131477,older singles / couples,budget
131479,young singles / couples,mainstream
131480,new families,premium
131481,young singles / couples,mainstream
131482,midage singles / couples,budget
131483,older singles / couples,mainstream
131484,older singles / couples,budget
131486,midage singles / couples,mainstream
131488,young singles / couples,mainstream
131489,midage singles / couples,mainstream
131490,retirees,budget
131491,older singles / couples,premium
131493,older singles / couples,mainstream
131494,young families,premium
131496,older singles / couples,premium
131497,retirees,mainstream
131500,midage singles / couples,mainstream
131501,retirees,premium
131503,young singles / couples,premium
131504,young singles / couples,premium
131507,retirees,budget
131509,retirees,mainstream
131511,midage singles / couples,budget
131512,retirees,mainstream
131513,young singles / couples,budget
131515,young families,mainstream
131518,young families,premium
132007,older singles / couples,budget
132008,retirees,budget
132009,new families,mainstream
132010,young families,budget
132011,midage singles / couples,premium
132018,older singles / couples,premium
132020,older singles / couples,premium
132021,young singles / couples,mainstream
132046,young singles / couples,mainstream
132051,older singles / couples,mainstream
132067,midage singles / couples,budget
132071,young families,mainstream
132074,young families,budget
132079,retirees,mainstream
132081,young singles / couples,mainstream
132084,young singles / couples,budget
132096,young singles / couples,premium
132098,young singles / couples,budget
132101,older families,mainstream
132112,young singles / couples,mainstream
132114,young singles / couples,premium
132116,older singles / couples,budget
132117,new families,budget
132118,older singles / couples,premium
132120,retirees,premium
132130,midage singles / couples,mainstream
132134,young singles / couples,budget
132139,young singles / couples,premium
132151,midage singles / couples,mainstream
132152,older singles / couples,budget
132158,midage singles / couples,mainstream
132165,older singles / couples,premium
132177,older singles / couples,budget
132188,young singles / couples,budget
132194,retirees,budget
132196,young singles / couples,premium
132204,midage singles / couples,mainstream
132206,older singles / couples,budget
132207,older singles / couples,mainstream
132208,young families,budget
132230,new families,mainstream
132239,older singles / couples,mainstream
132244,retirees,premium
132253,retirees,budget
132272,midage singles / couples,premium
132273,older families,budget
132279,young families,budget
132298,young families,premium
132299,older singles / couples,mainstream
132310,older singles / couples,premium
132313,midage singles / couples,premium
132322,older singles / couples,premium
132324,older singles / couples,mainstream
132329,young singles / couples,budget
132352,young singles / couples,mainstream
132367,young singles / couples,mainstream
132371,young singles / couples,mainstream
132372,midage singles / couples,mainstream
132373,retirees,mainstream
132375,young singles / couples,mainstream
132378,young singles / couples,budget
132384,young singles / couples,budget
132394,young singles / couples,budget
132403,young families,premium
132443,retirees,mainstream
132449,older singles / couples,premium
132452,young singles / couples,mainstream
132468,retirees,budget
132483,young singles / couples,premium
132491,new families,mainstream
132502,midage singles / couples,mainstream
132506,young singles / couples,mainstream
132508,young singles / couples,mainstream
133000,older families,mainstream
133001,young families,budget
133002,retirees,premium
133003,older families,mainstream
133004,young singles / couples,mainstream
133005,young families,mainstream
133006,young families,mainstream
133007,midage singles / couples,premium
133008,older families,premium
133009,young families,budget
133010,older families,mainstream
133011,older singles / couples,budget
133012,older families,budget
133013,midage singles / couples,mainstream
133014,midage singles / couples,mainstream
133015,older singles / couples,premium
133016,retirees,premium
133017,midage singles / couples,budget
133018,young families,mainstream
133019,older singles / couples,mainstream
133020,new families,budget
133021,midage singles / couples,budget
133022,older singles / couples,premium
133023,retirees,budget
133024,older families,budget
133025,midage singles / couples,mainstream
133026,older families,premium
133027,retirees,premium
133028,older singles / couples,budget
133029,young families,mainstream
133030,older families,mainstream
133031,midage singles / couples,premium
133032,midage singles / couples,mainstream
133033,retirees,budget
133034,young singles / couples,mainstream
133035,older singles / couples,mainstream
133036,older families,mainstream
133037,older families,budget
133038,young families,budget
133039,older singles / couples,premium
133040,young singles / couples,budget
133041,young singles / couples,mainstream
133042,young families,premium
133043,retirees,premium
133044,older families,mainstream
133045,young families,budget
133046,older singles / couples,budget
133047,retirees,premium
133048,older singles / couples,mainstream
133049,retirees,mainstream
133050,retirees,budget
133051,young families,mainstream
133052,older families,premium
133053,young families,premium
133054,retirees,budget
133055,young families,premium
133056,young singles / couples,mainstream
133057,older singles / couples,budget
133058,older singles / couples,mainstream
133059,older families,budget
133060,young families,premium
133061,older families,budget
133062,retirees,premium
133063,retirees,mainstream
133064,older families,premium
133065,older families,budget
133066,midage singles / couples,premium
133067,midage singles / couples,premium
133068,older families,mainstream
133069,older singles / couples,mainstream
133070,new families,budget
133071,retirees,mainstream
133072,retirees,mainstream
133073,young singles / couples,budget
133074,older singles / couples,mainstream
133075,retirees,budget
133076,older singles / couples,mainstream
133077,retirees,mainstream
133078,retirees,premium
133079,midage singles / couples,premium
133080,midage singles / couples,premium
133081,new families,budget
133082,retirees,mainstream
133083,young singles / couples,budget
133084,older singles / couples,budget
133085,young families,premium
133086,young singles / couples,mainstream
133087,retirees,premium
133088,older singles / couples,premium
133089,young families,premium
133090,older families,mainstream
133091,older families,premium
133092,young singles / couples,budget
133093,older families,budget
133094,young singles / couples,mainstream
133095,older families,budget
133096,older singles / couples,premium
133097,young singles / couples,mainstream
133098,young singles / couples,mainstream
133099,midage singles / couples,premium
133100,older singles / couples,mainstream
133101,retirees,premium
133102,young families,premium
133103,young families,mainstream
133104,older families,budget
133105,older singles / couples,mainstream
133106,older families,mainstream
133107,young singles / couples,mainstream
133108,older singles / couples,budget
133109,retirees,mainstream
133110,retirees,mainstream
133111,older families,premium
133112,young families,budget
133113,older families,mainstream
133114,older singles / couples,budget
133115,older singles / couples,budget
133116,retirees,mainstream
133117,young singles / couples,mainstream
133118,young singles / couples,mainstream
133119,young families,budget
133120,midage singles / couples,premium
133121,older families,mainstream
133122,midage singles / couples,mainstream
133123,older singles / couples,budget
133124,older singles / couples,budget
133125,older families,budget
133126,retirees,mainstream
133127,new families,premium
133128,young families,budget
133129,midage singles / couples,mainstream
133130,older families,budget
133131,midage singles / couples,premium
133132,young families,premium
133133,older families,budget
133134,young families,budget
133135,older families,mainstream
133136,young families,budget
133137,older families,budget
133138,young singles / couples,mainstream
133139,midage singles / couples,mainstream
133140,young families,budget
133141,young families,budget
133142,young families,mainstream
133143,older singles / couples,premium
133144,young families,mainstream
133145,new families,budget
133146,young singles / couples,premium
133147,retirees,mainstream
133148,young singles / couples,mainstream
133149,retirees,premium
133150,midage singles / couples,mainstream
133151,retirees,premium
133152,older families,premium
133153,older singles / couples,premium
133154,young families,budget
133155,older families,premium
133156,older singles / couples,mainstream
133157,young families,premium
133158,older singles / couples,mainstream
133159,young singles / couples,mainstream
133160,older families,mainstream
133161,older families,premium
133162,older families,premium
133163,older families,mainstream
133164,young families,budget
133165,young singles / couples,mainstream
133166,young families,premium
133167,young families,mainstream
133168,older singles / couples,mainstream
133169,older singles / couples,budget
133170,retirees,budget
133171,young families,budget
133172,young singles / couples,premium
133173,young families,budget
133174,midage singles / couples,mainstream
133175,midage singles / couples,budget
133176,older families,premium
133177,young families,budget
133178,older families,budget
133179,older families,premium
133180,older singles / couples,budget
133181,older families,budget
133182,retirees,mainstream
133183,retirees,budget
133184,midage singles / couples,budget
133185,older singles / couples,budget
133186,older families,budget
133187,young families,budget
133188,retirees,mainstream
133189,older singles / couples,mainstream
133190,young families,budget
133191,retirees,premium
133192,older singles / couples,mainstream
133193,young singles / couples,mainstream
133194,midage singles / couples,budget
133195,older singles / couples,premium
133196,young singles / couples,mainstream
133197,young families,budget
133198,midage singles / couples,budget
133199,older singles / couples,budget
133200,midage singles / couples,mainstream
133201,young families,mainstream
133202,older families,budget
133203,young families,mainstream
133204,older families,budget
133205,midage singles / couples,premium
133206,retirees,budget
133207,older families,premium
133208,older singles / couples,budget
133209,older singles / couples,premium
133210,young families,premium
133211,young singles / couples,mainstream
133212,young families,budget
133213,older singles / couples,premium
133214,young singles / couples,mainstream
133215,older families,mainstream
133216,older singles / couples,premium
133217,retirees,mainstream
133218,retirees,mainstream
133219,young families,budget
133220,older singles / couples,premium
133221,young singles / couples,mainstream
133222,older singles / couples,mainstream
133223,older singles / couples,premium
133224,older singles / couples,budget
133225,older families,mainstream
133226,retirees,premium
133227,retirees,mainstream
133228,midage singles / couples,mainstream
133229,older families,premium
133230,older singles / couples,budget
133231,older singles / couples,budget
133232,young singles / couples,premium
133233,older singles / couples,premium
133234,older families,budget
133235,older families,mainstream
133236,older families,budget
133237,older singles / couples,mainstream
133238,retirees,budget
133239,retirees,premium
133240,older singles / couples,premium
133241,older singles / couples,premium
133242,older families,budget
133243,young families,mainstream
133244,retirees,premium
133245,older families,budget
133246,retirees,mainstream
133247,retirees,premium
133248,retirees,budget
133249,older singles / couples,mainstream
133250,midage singles / couples,budget
133251,older families,mainstream
134001,retirees,premium
134002,older singles / couples,premium
134003,older singles / couples,budget
134008,older singles / couples,budget
134009,older singles / couples,mainstream
134010,young singles / couples,mainstream
134011,older families,budget
134012,older singles / couples,budget
134013,retirees,mainstream
134014,retirees,premium
134015,retirees,mainstream
134016,older singles / couples,budget
134017,young singles / couples,mainstream
134018,midage singles / couples,mainstream
134019,young singles / couples,mainstream
134020,young singles / couples,mainstream
134021,midage singles / couples,mainstream
134022,older singles / couples,budget
134023,young singles / couples,mainstream
134025,young singles / couples,budget
134027,older singles / couples,budget
134028,midage singles / couples,premium
134029,midage singles / couples,mainstream
134030,new families,mainstream
134033,young singles / couples,mainstream
134035,young families,budget
134039,young families,mainstream
134040,young singles / couples,mainstream
134041,older families,budget
134043,retirees,mainstream
134044,retirees,premium
134045,young singles / couples,mainstream
134046,older singles / couples,premium
134047,young families,mainstream
134048,young families,mainstream
134049,young singles / couples,mainstream
134051,older singles / couples,premium
134052,new families,premium
134053,retirees,mainstream
134054,young singles / couples,mainstream
134055,young singles / couples,budget
134057,retirees,budget
134059,young singles / couples,budget
134060,new families,mainstream
134062,retirees,premium
134063,young families,mainstream
134064,young singles / couples,mainstream
134066,new families,premium
134067,midage singles / couples,budget
134068,retirees,premium
134070,young singles / couples,mainstream
134071,retirees,mainstream
134072,older singles / couples,mainstream
134073,older families,mainstream
134074,young singles / couples,budget
134075,retirees,mainstream
134076,older families,premium
134077,midage singles / couples,mainstream
134078,older singles / couples,premium
134079,retirees,premium
134080,new families,premium
134081,retirees,mainstream
134082,young families,budget
134083,retirees,mainstream
134084,midage singles / couples,mainstream
134085,older singles / couples,premium
134086,midage singles / couples,mainstream
134087,midage singles / couples,premium
134090,older singles / couples,mainstream
134091,young families,budget
134092,young singles / couples,premium
134093,young families,budget
134095,midage singles / couples,mainstream
134096,young singles / couples,mainstream
134097,young singles / couples,budget
134098,older families,mainstream
134099,older singles / couples,budget
134100,older singles / couples,premium
134101,retirees,budget
134102,older singles / couples,budget
134105,retirees,mainstream
134106,older singles / couples,mainstream
134107,young families,premium
134108,young singles / couples,budget
134110,young families,budget
134112,retirees,budget
134113,young families,budget
134114,older singles / couples,premium
134115,older families,budget
134116,midage singles / couples,mainstream
134117,young families,budget
134118,older singles / couples,mainstream
134119,older singles / couples,budget
134120,young singles / couples,budget
134121,older singles / couples,premium
134122,retirees,mainstream
134123,older singles / couples,mainstream
134125,young families,budget
134126,young singles / couples,mainstream
134127,retirees,budget
134128,older singles / couples,mainstream
134129,young singles / couples,mainstream
134130,young singles / couples,premium
134131,midage singles / couples,mainstream
134133,retirees,premium
134134,midage singles / couples,premium
134135,new families,mainstream
134136,young singles / couples,mainstream
134137,young families,premium
134138,young singles / couples,mainstream
134142,young families,mainstream
134144,young families,budget
134145,retirees,mainstream
134146,young families,mainstream
134147,older singles / couples,mainstream
134148,older singles / couples,budget
134149,older singles / couples,premium
134150,older singles / couples,mainstream
134151,older families,mainstream
134152,older families,budget
134153,retirees,mainstream
134154,young families,budget
134155,young singles / couples,mainstream
134156,older singles / couples,mainstream
134157,retirees,mainstream
134159,young singles / couples,mainstream
134160,older singles / couples,mainstream
134161,young singles / couples,budget
134162,young singles / couples,mainstream
134163,retirees,mainstream
134164,older families,budget
134165,older singles / couples,premium
134166,retirees,premium
134168,retirees,budget
134169,midage singles / couples,mainstream
134170,midage singles / couples,premium
134171,young singles / couples,mainstream
134172,midage singles / couples,premium
134174,young singles / couples,mainstream
134175,young singles / couples,mainstream
134176,retirees,budget
134178,retirees,premium
134179,midage singles / couples,mainstream
134180,young singles / couples,budget
134181,young singles / couples,premium
134184,young families,mainstream
134185,young singles / couples,mainstream
134186,young families,budget
134188,new families,mainstream
134190,retirees,mainstream
134191,new families,budget
134192,young singles / couples,premium
134193,midage singles / couples,premium
134194,young singles / couples,mainstream
134195,new families,budget
134197,older singles / couples,budget
134198,young singles / couples,mainstream
134199,young families,premium
134200,retirees,mainstream
134202,older families,premium
134204,young singles / couples,premium
134205,young families,premium
134206,midage singles / couples,mainstream
134207,young singles / couples,mainstream
134208,midage singles / couples,premium
134209,midage singles / couples,budget
134210,retirees,budget
134212,young singles / couples,mainstream
134214,young singles / couples,mainstream
134215,young singles / couples,mainstream
134216,retirees,mainstream
134217,midage singles / couples,budget
134218,midage singles / couples,mainstream
134219,older families,mainstream
134221,retirees,budget
134225,older singles / couples,budget
134226,older singles / couples,premium
134227,midage singles / couples,premium
134228,young singles / couples,budget
134229,young singles / couples,mainstream
134230,midage singles / couples,mainstream
134231,retirees,premium
134232,retirees,budget
134233,new families,budget
134234,young singles / couples,premium
134235,older singles / couples,premium
134236,retirees,premium
134240,young singles / couples,mainstream
134241,new families,mainstream
134243,midage singles / couples,premium
134245,older singles / couples,budget
134247,older families,premium
134248,midage singles / couples,budget
134250,older singles / couples,budget
134252,older singles / couples,premium
134253,young singles / couples,mainstream
134254,older singles / couples,premium
134255,retirees,budget
134257,retirees,budget
134259,young singles / couples,mainstream
134261,young families,budget
134263,midage singles / couples,budget
134264,new families,budget
134265,young singles / couples,mainstream
134266,midage singles / couples,mainstream
134267,young singles / couples,mainstream
134268,young families,premium
134269,older singles / couples,budget
134270,older singles / couples,budget
134271,young singles / couples,mainstream
134272,retirees,mainstream
134273,retirees,premium
134274,young singles / couples,mainstream
134276,young families,budget
134277,retirees,budget
134278,retirees,mainstream
134279,young singles / couples,mainstream
134281,young singles / couples,mainstream
134282,young families,premium
134285,young singles / couples,mainstream
134286,older families,premium
134287,young singles / couples,mainstream
134288,midage singles / couples,mainstream
134289,young singles / couples,mainstream
134290,older families,mainstream
134291,retirees,mainstream
134292,midage singles / couples,premium
134293,retirees,budget
134295,midage singles / couples,premium
134297,young families,mainstream
134298,young singles / couples,mainstream
134300,young singles / couples,mainstream
134301,midage singles / couples,mainstream
134303,retirees,budget
134304,young singles / couples,mainstream
134305,midage singles / couples,mainstream
134306,older singles / couples,premium
134307,retirees,premium
134308,new families,mainstream
134309,midage singles / couples,mainstream
134311,young singles / couples,mainstream
134312,young families,premium
134313,new families,budget
134315,older singles / couples,budget
134317,new families,mainstream
134318,new families,budget
134319,retirees,premium
134320,young singles / couples,mainstream
134321,midage singles / couples,mainstream
134322,young singles / couples,mainstream
134323,young singles / couples,mainstream
134324,young singles / couples,mainstream
134325,retirees,budget
134326,young singles / couples,mainstream
134327,new families,mainstream
134329,older singles / couples,mainstream
134332,young singles / couples,mainstream
134334,midage singles / couples,premium
134335,older singles / couples,budget
134337,young singles / couples,mainstream
134338,older singles / couples,premium
134339,older singles / couples,mainstream
134340,midage singles / couples,mainstream
134341,young singles / couples,mainstream
134342,older singles / couples,mainstream
134343,retirees,mainstream
134344,older singles / couples,mainstream
134345,young singles / couples,mainstream
134346,retirees,mainstream
134347,young singles / couples,premium
134349,young singles / couples,mainstream
134350,young singles / couples,budget
134351,young singles / couples,mainstream
134352,young singles / couples,mainstream
134353,older singles / couples,premium
134354,retirees,budget
134355,retirees,budget
134356,young families,mainstream
134357,young singles / couples,mainstream
134359,young singles / couples,premium
134360,young singles / couples,mainstream
134361,older singles / couples,mainstream
134362,retirees,mainstream
134363,young singles / couples,mainstream
134364,retirees,budget
134365,older singles / couples,premium
134366,retirees,mainstream
134367,retirees,mainstream
134368,young singles / couples,budget
134371,midage singles / couples,mainstream
134372,older singles / couples,premium
134373,older singles / couples,budget
134374,retirees,budget
134375,young singles / couples,mainstream
134377,retirees,premium
134378,young singles / couples,mainstream
134379,older singles / couples,mainstream
134380,midage singles / couples,mainstream
134382,retirees,mainstream
134384,young singles / couples,mainstream
134385,young singles / couples,mainstream
135019,young singles / couples,mainstream
135020,older singles / couples,budget
135023,older singles / couples,mainstream
135024,midage singles / couples,budget
135039,retirees,budget
135040,young singles / couples,mainstream
135042,young singles / couples,premium
135044,retirees,premium
135048,older singles / couples,budget
135052,young families,budget
135058,older singles / couples,premium
135060,older singles / couples,premium
135067,retirees,premium
135069,older singles / couples,mainstream
135085,young families,mainstream
135093,young singles / couples,budget
135099,retirees,premium
135107,older singles / couples,budget
135108,young families,budget
135115,young singles / couples,mainstream
135124,young families,budget
135134,young singles / couples,budget
135136,retirees,mainstream
135152,midage singles / couples,budget
135158,older families,budget
135164,older singles / couples,budget
135166,young singles / couples,budget
135167,retirees,budget
135171,young singles / couples,mainstream
135173,older families,budget
135178,young singles / couples,budget
135183,young singles / couples,premium
135204,older singles / couples,budget
135205,older families,budget
135209,older singles / couples,budget
135211,young families,premium
135212,older singles / couples,mainstream
135224,young singles / couples,mainstream
135235,older singles / couples,mainstream
135237,midage singles / couples,premium
135251,older singles / couples,premium
135258,young families,budget
135259,retirees,mainstream
135261,young families,mainstream
